Table,Representation,k,Expected results,Retrieval,Evalution,COS Similary,Num documents,Mean precision and recall
artists,html_like,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[4, 0, 2, 348, 1]",precision@5: 0.8,"[[{'corpus_id': 4, 'score': 0.14491191506385803}, {'corpus_id': 0, 'score': 0.13747715950012207}, {'corpus_id': 2, 'score': 0.08034652471542358}, {'corpus_id': 348, 'score': 0.07837899774312973}, {'corpus_id': 1, 'score': 0.07364442944526672}]]",400,
playlists,html_like,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[8, 6, 7, 5, 9]",precision@5: 1.0,"[[{'corpus_id': 8, 'score': 0.23447129130363464}, {'corpus_id': 6, 'score': 0.21759842336177826}, {'corpus_id': 7, 'score': 0.17810732126235962}, {'corpus_id': 5, 'score': 0.1648291051387787}, {'corpus_id': 9, 'score': 0.1364317536354065}]]",400,
chip_model,html_like,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[12, 11, 10, 14, 13]",precision@5: 1.0,"[[{'corpus_id': 12, 'score': 0.32226938009262085}, {'corpus_id': 11, 'score': 0.31766897439956665}, {'corpus_id': 10, 'score': 0.3128455579280853}, {'corpus_id': 14, 'score': 0.31158754229545593}, {'corpus_id': 13, 'score': 0.30948328971862793}]]",400,
Video_Games,html_like,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[17, 18, 15, 19, 16]",precision@5: 1.0,"[[{'corpus_id': 17, 'score': 0.3742794692516327}, {'corpus_id': 18, 'score': 0.32014375925064087}, {'corpus_id': 15, 'score': 0.3031310439109802}, {'corpus_id': 19, 'score': 0.2966344654560089}, {'corpus_id': 16, 'score': 0.2811617851257324}]]",400,
employee,html_like,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[22, 23, 20, 21, 24]",precision@5: 1.0,"[[{'corpus_id': 22, 'score': 0.2497490644454956}, {'corpus_id': 23, 'score': 0.2487608939409256}, {'corpus_id': 20, 'score': 0.24178075790405273}, {'corpus_id': 21, 'score': 0.1522892564535141}, {'corpus_id': 24, 'score': 0.15060999989509583}]]",400,
Addresses,html_like,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[28, 25, 27, 29, 26]",precision@5: 1.0,"[[{'corpus_id': 28, 'score': 0.25990357995033264}, {'corpus_id': 25, 'score': 0.24194839596748352}, {'corpus_id': 27, 'score': 0.18714161217212677}, {'corpus_id': 29, 'score': 0.1760273277759552}, {'corpus_id': 26, 'score': 0.1687142699956894}]]",400,
city,html_like,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[32, 34, 33, 31, 30]",precision@5: 1.0,"[[{'corpus_id': 32, 'score': 0.4908887445926666}, {'corpus_id': 34, 'score': 0.47326886653900146}, {'corpus_id': 33, 'score': 0.46050775051116943}, {'corpus_id': 31, 'score': 0.45717787742614746}, {'corpus_id': 30, 'score': 0.41679245233535767}]]",400,
shop,html_like,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[35, 38, 36, 37, 39]",precision@5: 1.0,"[[{'corpus_id': 35, 'score': 0.24205555021762848}, {'corpus_id': 38, 'score': 0.23020580410957336}, {'corpus_id': 36, 'score': 0.21648143231868744}, {'corpus_id': 37, 'score': 0.17754268646240234}, {'corpus_id': 39, 'score': 0.1529029905796051}]]",400,
stadium,html_like,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[43, 40, 41, 44, 42]",precision@5: 1.0,"[[{'corpus_id': 43, 'score': 0.2708195745944977}, {'corpus_id': 40, 'score': 0.26926395297050476}, {'corpus_id': 41, 'score': 0.24973788857460022}, {'corpus_id': 44, 'score': 0.20910042524337769}, {'corpus_id': 42, 'score': 0.2089584916830063}]]",400,
singer,html_like,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 49, 47, 48, 46]",precision@5: 1.0,"[[{'corpus_id': 45, 'score': 0.3929390013217926}, {'corpus_id': 49, 'score': 0.3378525972366333}, {'corpus_id': 47, 'score': 0.32820919156074524}, {'corpus_id': 48, 'score': 0.3244493007659912}, {'corpus_id': 46, 'score': 0.3112439811229706}]]",400,
station_bike,html_like,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[52, 54, 53, 51, 50]",precision@5: 1.0,"[[{'corpus_id': 52, 'score': 0.25583627820014954}, {'corpus_id': 54, 'score': 0.2535487413406372}, {'corpus_id': 53, 'score': 0.24463066458702087}, {'corpus_id': 51, 'score': 0.2281944751739502}, {'corpus_id': 50, 'score': 0.22787189483642578}]]",400,
matches,html_like,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[56, 59, 58, 57, 55]",precision@5: 1.0,"[[{'corpus_id': 56, 'score': 0.15623006224632263}, {'corpus_id': 59, 'score': 0.15339826047420502}, {'corpus_id': 58, 'score': 0.1422612965106964}, {'corpus_id': 57, 'score': 0.13460810482501984}, {'corpus_id': 55, 'score': 0.13141010701656342}]]",400,
station_train,html_like,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[60, 61, 62, 64, 63]",precision@5: 1.0,"[[{'corpus_id': 60, 'score': 0.3133945167064667}, {'corpus_id': 61, 'score': 0.3120299279689789}, {'corpus_id': 62, 'score': 0.30225899815559387}, {'corpus_id': 64, 'score': 0.276613712310791}, {'corpus_id': 63, 'score': 0.2748622000217438}]]",400,
artist,html_like,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 65, 66, 67]",precision@5: 1.0,"[[{'corpus_id': 69, 'score': 0.3138739764690399}, {'corpus_id': 68, 'score': 0.28294065594673157}, {'corpus_id': 65, 'score': 0.2671145796775818}, {'corpus_id': 66, 'score': 0.24029521644115448}, {'corpus_id': 67, 'score': 0.1969538778066635}]]",400,
school,html_like,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[72, 73, 74, 70, 71]",precision@5: 1.0,"[[{'corpus_id': 72, 'score': 0.37929436564445496}, {'corpus_id': 73, 'score': 0.3753989636898041}, {'corpus_id': 74, 'score': 0.37109634280204773}, {'corpus_id': 70, 'score': 0.3327701687812805}, {'corpus_id': 71, 'score': 0.265320748090744}]]",400,
book_club,html_like,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 78, 75, 79]",precision@5: 1.0,"[[{'corpus_id': 77, 'score': 0.377013623714447}, {'corpus_id': 76, 'score': 0.3183099925518036}, {'corpus_id': 78, 'score': 0.28144773840904236}, {'corpus_id': 75, 'score': 0.2652735114097595}, {'corpus_id': 79, 'score': 0.2416554093360901}]]",400,
Staff,html_like,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 83, 82, 80]",precision@5: 1.0,"[[{'corpus_id': 84, 'score': 0.39432233572006226}, {'corpus_id': 81, 'score': 0.31408554315567017}, {'corpus_id': 83, 'score': 0.30364349484443665}, {'corpus_id': 82, 'score': 0.2904731333255768}, {'corpus_id': 80, 'score': 0.14894545078277588}]]",400,
Products,html_like,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 88, 87, 89, 86]",precision@5: 1.0,"[[{'corpus_id': 85, 'score': 0.32157886028289795}, {'corpus_id': 88, 'score': 0.25055187940597534}, {'corpus_id': 87, 'score': 0.23906487226486206}, {'corpus_id': 89, 'score': 0.2190587818622589}, {'corpus_id': 86, 'score': 0.21392156183719635}]]",400,
Addresses_customers,html_like,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 344, 342, 341, 340]",precision@5: 0.2,"[[{'corpus_id': 91, 'score': 0.1826173961162567}, {'corpus_id': 344, 'score': 0.1747259497642517}, {'corpus_id': 342, 'score': 0.16526882350444794}, {'corpus_id': 341, 'score': 0.14139512181282043}, {'corpus_id': 340, 'score': 0.13582219183444977}]]",400,
Customers,html_like,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 98, 99]",precision@5: 1.0,"[[{'corpus_id': 96, 'score': 0.29886990785598755}, {'corpus_id': 95, 'score': 0.2252059280872345}, {'corpus_id': 97, 'score': 0.17171040177345276}, {'corpus_id': 98, 'score': 0.1350911408662796}, {'corpus_id': 99, 'score': 0.12039387226104736}]]",400,
Physician,html_like,5,"Index([200, 201, 202, 203, 204], dtype='int64')","[202, 203, 201, 204, 200]",precision@5: 1.0,"[[{'corpus_id': 202, 'score': 0.32198745012283325}, {'corpus_id': 203, 'score': 0.2977578938007355}, {'corpus_id': 201, 'score': 0.2801068425178528}, {'corpus_id': 204, 'score': 0.23890867829322815}, {'corpus_id': 200, 'score': 0.16966944932937622}]]",400,
Movie,html_like,5,"Index([205, 206, 207, 208, 209], dtype='int64')","[207, 208, 209, 205, 206]",precision@5: 1.0,"[[{'corpus_id': 207, 'score': 0.3915919363498688}, {'corpus_id': 208, 'score': 0.3516513705253601}, {'corpus_id': 209, 'score': 0.31747472286224365}, {'corpus_id': 205, 'score': 0.29555046558380127}, {'corpus_id': 206, 'score': 0.280574232339859}]]",400,
film,html_like,5,"Index([210, 211, 212, 213, 214], dtype='int64')","[211, 214, 212, 210, 213]",precision@5: 1.0,"[[{'corpus_id': 211, 'score': 0.40899044275283813}, {'corpus_id': 214, 'score': 0.38176003098487854}, {'corpus_id': 212, 'score': 0.37806394696235657}, {'corpus_id': 210, 'score': 0.3705598711967468}, {'corpus_id': 213, 'score': 0.31552156805992126}]]",400,
films,html_like,5,"Index([215, 216, 217, 218, 219], dtype='int64')","[217, 219, 218, 215, 216]",precision@5: 1.0,"[[{'corpus_id': 217, 'score': 0.2256574034690857}, {'corpus_id': 219, 'score': 0.20636621117591858}, {'corpus_id': 218, 'score': 0.20244571566581726}, {'corpus_id': 215, 'score': 0.20206236839294434}, {'corpus_id': 216, 'score': 0.19655951857566833}]]",400,
medicine,html_like,5,"Index([220, 221, 222, 223, 224], dtype='int64')","[222, 223, 221, 224, 220]",precision@5: 1.0,"[[{'corpus_id': 222, 'score': 0.18104149401187897}, {'corpus_id': 223, 'score': 0.16504532098770142}, {'corpus_id': 221, 'score': 0.1585574895143509}, {'corpus_id': 224, 'score': 0.14327023923397064}, {'corpus_id': 220, 'score': 0.10003776848316193}]]",400,
party,html_like,5,"Index([225, 226, 227, 228, 229], dtype='int64')","[225, 226, 229, 227, 228]",precision@5: 1.0,"[[{'corpus_id': 225, 'score': 0.37443897128105164}, {'corpus_id': 226, 'score': 0.3540166914463043}, {'corpus_id': 229, 'score': 0.33027857542037964}, {'corpus_id': 227, 'score': 0.32034364342689514}, {'corpus_id': 228, 'score': 0.28116530179977417}]]",400,
region,html_like,5,"Index([230, 231, 232, 233, 234], dtype='int64')","[230, 233, 232, 234, 231]",precision@5: 1.0,"[[{'corpus_id': 230, 'score': 0.44527414441108704}, {'corpus_id': 233, 'score': 0.37160414457321167}, {'corpus_id': 232, 'score': 0.37077927589416504}, {'corpus_id': 234, 'score': 0.32883980870246887}, {'corpus_id': 231, 'score': 0.29394686222076416}]]",400,
Student,html_like,5,"Index([235, 236, 237, 238, 239], dtype='int64')","[330, 333, 238, 239, 332]",precision@5: 0.4,"[[{'corpus_id': 330, 'score': 0.1741466075181961}, {'corpus_id': 333, 'score': 0.16383318603038788}, {'corpus_id': 238, 'score': 0.16139423847198486}, {'corpus_id': 239, 'score': 0.1610788106918335}, {'corpus_id': 332, 'score': 0.15690386295318604}]]",400,
list,html_like,5,"Index([240, 241, 242, 243, 244], dtype='int64')","[241, 240, 242, 243, 244]",precision@5: 1.0,"[[{'corpus_id': 241, 'score': 0.20051433145999908}, {'corpus_id': 240, 'score': 0.14841359853744507}, {'corpus_id': 242, 'score': 0.12575343251228333}, {'corpus_id': 243, 'score': 0.10827091336250305}, {'corpus_id': 244, 'score': 0.0988961011171341}]]",400,
teachers,html_like,5,"Index([245, 246, 247, 248, 249], dtype='int64')","[247, 246, 248, 245, 249]",precision@5: 1.0,"[[{'corpus_id': 247, 'score': 0.22547794878482819}, {'corpus_id': 246, 'score': 0.16663725674152374}, {'corpus_id': 248, 'score': 0.165497824549675}, {'corpus_id': 245, 'score': 0.15055470168590546}, {'corpus_id': 249, 'score': 0.12392377853393555}]]",400,
people,html_like,5,"Index([300, 301, 302, 303, 304], dtype='int64')","[304, 300, 303, 302, 301]",precision@5: 1.0,"[[{'corpus_id': 304, 'score': 0.20344798266887665}, {'corpus_id': 300, 'score': 0.16504697501659393}, {'corpus_id': 303, 'score': 0.11554251611232758}, {'corpus_id': 302, 'score': 0.11005042493343353}, {'corpus_id': 301, 'score': 0.10939731448888779}]]",400,
company,html_like,5,"Index([305, 306, 307, 308, 309], dtype='int64')","[308, 305, 307, 319, 309]",precision@5: 0.8,"[[{'corpus_id': 308, 'score': 0.34052735567092896}, {'corpus_id': 305, 'score': 0.3215418756008148}, {'corpus_id': 307, 'score': 0.3052038848400116}, {'corpus_id': 319, 'score': 0.3044399619102478}, {'corpus_id': 309, 'score': 0.2996858060359955}]]",400,
buildings,html_like,5,"Index([310, 311, 312, 313, 314], dtype='int64')","[314, 312, 311, 313, 310]",precision@5: 1.0,"[[{'corpus_id': 314, 'score': 0.2971106767654419}, {'corpus_id': 312, 'score': 0.2813571095466614}, {'corpus_id': 311, 'score': 0.2616889476776123}, {'corpus_id': 313, 'score': 0.24543119966983795}, {'corpus_id': 310, 'score': 0.21731136739253998}]]",400,
Companies,html_like,5,"Index([315, 316, 317, 318, 319], dtype='int64')","[308, 305, 307, 319, 309]",precision@5: 0.2,"[[{'corpus_id': 308, 'score': 0.3428938090801239}, {'corpus_id': 305, 'score': 0.33012130856513977}, {'corpus_id': 307, 'score': 0.31439009308815}, {'corpus_id': 319, 'score': 0.28717315196990967}, {'corpus_id': 309, 'score': 0.28688672184944153}]]",400,
course,html_like,5,"Index([320, 321, 322, 323, 324], dtype='int64')","[321, 322, 323, 324, 320]",precision@5: 1.0,"[[{'corpus_id': 321, 'score': 0.2512231767177582}, {'corpus_id': 322, 'score': 0.2268894612789154}, {'corpus_id': 323, 'score': 0.21774977445602417}, {'corpus_id': 324, 'score': 0.212241530418396}, {'corpus_id': 320, 'score': 0.20538291335105896}]]",400,
teacher,html_like,5,"Index([325, 326, 327, 328, 329], dtype='int64')","[329, 328, 327, 326, 325]",precision@5: 1.0,"[[{'corpus_id': 329, 'score': 0.3757334053516388}, {'corpus_id': 328, 'score': 0.34884029626846313}, {'corpus_id': 327, 'score': 0.27673131227493286}, {'corpus_id': 326, 'score': 0.17658454179763794}, {'corpus_id': 325, 'score': 0.14874394237995148}]]",400,
Student_game,html_like,5,"Index([330, 331, 332, 333, 334], dtype='int64')","[330, 333, 238, 239, 332]",precision@5: 0.6,"[[{'corpus_id': 330, 'score': 0.1741466075181961}, {'corpus_id': 333, 'score': 0.16383318603038788}, {'corpus_id': 238, 'score': 0.16139423847198486}, {'corpus_id': 239, 'score': 0.1610788106918335}, {'corpus_id': 332, 'score': 0.15690386295318604}]]",400,
match,html_like,5,"Index([335, 336, 337, 338, 339], dtype='int64')","[338, 336, 335, 337, 339]",precision@5: 1.0,"[[{'corpus_id': 338, 'score': 0.5322322249412537}, {'corpus_id': 336, 'score': 0.5135983228683472}, {'corpus_id': 335, 'score': 0.4583749771118164}, {'corpus_id': 337, 'score': 0.4578951299190521}, {'corpus_id': 339, 'score': 0.41970568895339966}]]",400,
addresses,html_like,5,"Index([340, 341, 342, 343, 344], dtype='int64')","[91, 344, 342, 341, 340]",precision@5: 0.8,"[[{'corpus_id': 91, 'score': 0.1826173961162567}, {'corpus_id': 344, 'score': 0.1747259497642517}, {'corpus_id': 342, 'score': 0.16526882350444794}, {'corpus_id': 341, 'score': 0.14139512181282043}, {'corpus_id': 340, 'score': 0.13582219183444977}]]",400,
member,html_like,5,"Index([345, 346, 347, 348, 349], dtype='int64')","[347, 346, 345, 348, 349]",precision@5: 1.0,"[[{'corpus_id': 347, 'score': 0.27036336064338684}, {'corpus_id': 346, 'score': 0.2689172029495239}, {'corpus_id': 345, 'score': 0.23766809701919556}, {'corpus_id': 348, 'score': 0.2073291540145874}, {'corpus_id': 349, 'score': 0.1915692687034607}]]",400,
artists,column_header_value_triples,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[96, 97, 4, 31, 301]",precision@5: 0.2,"[[{'corpus_id': 96, 'score': 0.11173142492771149}, {'corpus_id': 97, 'score': 0.11069667339324951}, {'corpus_id': 4, 'score': 0.090373694896698}, {'corpus_id': 31, 'score': 0.08135843276977539}, {'corpus_id': 301, 'score': 0.0806751549243927}]]",400,
playlists,column_header_value_triples,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[8, 6, 7, 5, 1]",precision@5: 0.8,"[[{'corpus_id': 8, 'score': 0.2538432776927948}, {'corpus_id': 6, 'score': 0.2233096808195114}, {'corpus_id': 7, 'score': 0.19993099570274353}, {'corpus_id': 5, 'score': 0.16747862100601196}, {'corpus_id': 1, 'score': 0.15081526339054108}]]",400,
chip_model,column_header_value_triples,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 13, 14, 10]",precision@5: 1.0,"[[{'corpus_id': 11, 'score': 0.3225243389606476}, {'corpus_id': 12, 'score': 0.3192746043205261}, {'corpus_id': 13, 'score': 0.3144781291484833}, {'corpus_id': 14, 'score': 0.31327712535858154}, {'corpus_id': 10, 'score': 0.2962276041507721}]]",400,
Video_Games,column_header_value_triples,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[17, 18, 15, 19, 16]",precision@5: 1.0,"[[{'corpus_id': 17, 'score': 0.3766525983810425}, {'corpus_id': 18, 'score': 0.31359580159187317}, {'corpus_id': 15, 'score': 0.29187077283859253}, {'corpus_id': 19, 'score': 0.2889500856399536}, {'corpus_id': 16, 'score': 0.27714574337005615}]]",400,
employee,column_header_value_triples,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[22, 20, 23, 24, 21]",precision@5: 1.0,"[[{'corpus_id': 22, 'score': 0.2670862376689911}, {'corpus_id': 20, 'score': 0.2637206017971039}, {'corpus_id': 23, 'score': 0.25561919808387756}, {'corpus_id': 24, 'score': 0.15974998474121094}, {'corpus_id': 21, 'score': 0.15502849221229553}]]",400,
Addresses,column_header_value_triples,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[27, 96, 29, 95, 343]",precision@5: 0.4,"[[{'corpus_id': 27, 'score': 0.0934496596455574}, {'corpus_id': 96, 'score': 0.09194105863571167}, {'corpus_id': 29, 'score': 0.08918656408786774}, {'corpus_id': 95, 'score': 0.08350171893835068}, {'corpus_id': 343, 'score': 0.08302142471075058}]]",400,
city,column_header_value_triples,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[32, 34, 31, 33, 30]",precision@5: 1.0,"[[{'corpus_id': 32, 'score': 0.44082966446876526}, {'corpus_id': 34, 'score': 0.4045880138874054}, {'corpus_id': 31, 'score': 0.39634284377098083}, {'corpus_id': 33, 'score': 0.39491748809814453}, {'corpus_id': 30, 'score': 0.3694266676902771}]]",400,
shop,column_header_value_triples,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[38, 35, 36, 37, 39]",precision@5: 1.0,"[[{'corpus_id': 38, 'score': 0.220225989818573}, {'corpus_id': 35, 'score': 0.21085311472415924}, {'corpus_id': 36, 'score': 0.1922277808189392}, {'corpus_id': 37, 'score': 0.15698646008968353}, {'corpus_id': 39, 'score': 0.15233838558197021}]]",400,
stadium,column_header_value_triples,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[40, 41, 43, 44, 42]",precision@5: 1.0,"[[{'corpus_id': 40, 'score': 0.28633129596710205}, {'corpus_id': 41, 'score': 0.24469713866710663}, {'corpus_id': 43, 'score': 0.23804594576358795}, {'corpus_id': 44, 'score': 0.19774246215820312}, {'corpus_id': 42, 'score': 0.18357190489768982}]]",400,
singer,column_header_value_triples,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 49, 46, 47, 48]",precision@5: 1.0,"[[{'corpus_id': 45, 'score': 0.4071727395057678}, {'corpus_id': 49, 'score': 0.3404694199562073}, {'corpus_id': 46, 'score': 0.334094375371933}, {'corpus_id': 47, 'score': 0.3309537172317505}, {'corpus_id': 48, 'score': 0.3217487335205078}]]",400,
station_bike,column_header_value_triples,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[97, 96, 27, 4, 236]",precision@5: 0.0,"[[{'corpus_id': 97, 'score': 0.10336180031299591}, {'corpus_id': 96, 'score': 0.08960090577602386}, {'corpus_id': 27, 'score': 0.0848240852355957}, {'corpus_id': 4, 'score': 0.08410891145467758}, {'corpus_id': 236, 'score': 0.08152587711811066}]]",400,
matches,column_header_value_triples,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[213, 232, 339, 217, 234]",precision@5: 0.0,"[[{'corpus_id': 213, 'score': 0.05668065696954727}, {'corpus_id': 232, 'score': 0.05587594583630562}, {'corpus_id': 339, 'score': 0.05407333001494408}, {'corpus_id': 217, 'score': 0.05129596218466759}, {'corpus_id': 234, 'score': 0.05089204013347626}]]",400,
